Last inventory,Operating system,RAM (MB),CPU (MHz),CPU type,CPU number,RAM_GB,CPU_Family,Cores_per_CPU,Total_Cores,Machine_Profile,Impacto_Operacional
2026-02-26 10:36:20,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 10:38:33,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 10:42:06,Microsoft Windows 11 Enterprise,32768,2200,Intel(R) Core(TM) i7-14650HX [16 core(s) x86_64],1,32.0,Core i7,16,16,Desktop,Baixo
2026-02-26 10:42:58,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 10:45:26,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 10:48:13,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 10:49:45,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 10:57:00,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-26 11:06:29,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 11:09:23,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-26 11:20:56,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-26 11:29:12,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 11:29:48,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 11:31:35,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 11:47:09,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 11:48:46,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 11:58:18,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 12:11:38,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 12:19:37,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-26 12:26:33,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 12:26:38,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 12:50:24,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 12:54:29,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 12:55:19,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 12:59:31,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 13:20:50,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 13:22:13,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 13:30:47,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 13:36:12,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 13:43:36,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 13:43:53,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 13:44:27,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 13:46:54,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 13:50:44,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 14:02:30,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 14:03:35,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 14:06:40,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-26 14:08:16,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 14:12:45,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 14:18:02,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 14:26:04,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 14:27:07,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 14:30:33,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 14:34:06,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 14:37:03,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-26 14:45:14,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 14:46:02,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 14:48:02,Microsoft Windows 11 Business,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 14:51:05,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 15:08:31,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 15:09:36,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 15:11:19,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 15:13:52,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 15:13:57,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 15:17:12,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 15:19:18,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 15:30:54,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 15:36:59,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 15:38:02,Microsoft Windows 11 Pro,32768,2995,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz [4 core(s) x86_64],1,32.0,Core i7,4,4,Desktop,Baixo
2026-02-26 15:38:28,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-26 15:39:16,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 15:39:41,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 15:46:22,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,64.0,Core i9,24,24,Desktop,Baixo
2026-02-26 15:48:55,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 15:52:36,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,32.0,Core i7,14,14,Notebook,Baixo
2026-02-26 15:55:56,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-26 15:57:28,Microsoft Windows Server 2022 Standard,16384,2400,Intel(R) Xeon(R) Gold 6448H [2 core(s) x86_64],3,16.0,Xeon Gold,2,6,Servidor,Baixo
2026-02-26 15:59:11,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 16:03:03,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 16:11:14,Microsoft Windows 11 Pro,24576,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,24.0,Core i7,10,10,Notebook,Baixo
2026-02-26 16:12:18,Microsoft Windows 11 Pro,8192,2375,AMD Ryzen 5 4500U with Radeon Graphics [6 core(s) x86_64],1,8.0,Ryzen 5,6,6,Desktop,Alto
2026-02-26 16:12:21,Microsoft Windows Server 2019 Standard,32768,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,32.0,Xeon Platinum,1,4,Servidor,Baixo
2026-02-26 16:12:40,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-26 16:12:54,Microsoft Windows Server 2019 Standard,24576,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,24.0,Xeon Gold,1,4,Servidor,Baixo
2026-02-26 16:16:57,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 16:25:29,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,16.0,Core i5,6,6,Desktop,Médio
2026-02-26 16:26:28,Microsoft Windows 11 Pro,12288,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,12.0,Ryzen 5,6,6,Notebook,Alto
2026-02-26 16:42:00,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 16:45:38,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 16:45:42,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 16:45:58,Microsoft Windows 11 Pro,16384,3300,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics [4 core(s) x86_64],1,16.0,Ryzen 3,4,4,Desktop,Médio
2026-02-26 16:48:04,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 16:48:33,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 16:48:50,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 16:50:17,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 16:51:52,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 16:56:37,Microsoft Windows 11 Enterprise,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 16:58:09,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [2 core(s) x86_64],1,8.0,Xeon Outro,2,2,Servidor,Alto
2026-02-26 17:02:23,Microsoft Windows Server 2022 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [4 core(s) x86_64],1,8.0,Xeon Platinum,4,4,Servidor,Médio
2026-02-26 17:02:52,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-26 17:03:46,Microsoft Windows Server 2022 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,8.0,Xeon Platinum,1,4,Servidor,Médio
2026-02-26 17:04:12,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 17:06:22,Microsoft Windows Server 2022 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,16.0,Xeon Platinum,1,8,Servidor,Baixo
2026-02-26 17:07:48,Microsoft Windows Server 2022 Standard,8192,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,8.0,Xeon Gold,1,4,Servidor,Médio
2026-02-26 17:08:02,Microsoft Windows Server 2022 Standard,16384,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,16.0,Xeon Gold,1,4,Servidor,Baixo
2026-02-26 17:08:46,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 17:16:08,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 17:18:01,Microsoft Windows Server 2022 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,16.0,Xeon Platinum,1,8,Servidor,Baixo
2026-02-26 17:22:28,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 17:23:44,Microsoft Windows Server 2022 Standard,24576,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,24.0,Xeon Gold,1,4,Servidor,Baixo
2026-02-26 17:27:56,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 17:38:44,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,8.0,Xeon Platinum,1,4,Servidor,Médio
2026-02-26 17:43:12,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 17:45:27,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-26 17:49:28,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 17:49:40,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 17:51:47,Microsoft Windows Server 2019 Standard,16448,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [5 core(s) x86_64],1,16.0625,Xeon Outro,5,5,Servidor,Médio
2026-02-26 18:00:21,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-26 18:01:37,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 18:04:21,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 18:06:33,Microsoft Windows Server 2019 Standard,32768,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],6,32.0,Xeon Gold,1,6,Servidor,Baixo
2026-02-26 18:06:48,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 18:07:55,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 18:09:54,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 18:14:19,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 18:27:08,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-26 18:32:34,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-26 18:33:31,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 18:37:37,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 18:42:03,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-26 18:47:40,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,32.0,Core i7,14,14,Notebook,Baixo
2026-02-26 18:51:42,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 19:02:47,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 19:05:48,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 19:18:31,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 19:21:04,Microsoft Windows Server 2019 Standard,16384,3408,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz [4 core(s) x86_64],1,16.0,Xeon Outro,4,4,Servidor,Médio
2026-02-26 19:32:08,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-26 19:32:54,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 19:39:40,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [4 core(s) x86_64],1,8.0,Xeon Outro,4,4,Servidor,Alto
2026-02-26 19:43:49,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-26 19:44:33,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-26 19:52:26,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 20:14:03,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-26 20:17:14,Microsoft Windows Server 2019 Standard,32768,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,32.0,Xeon Platinum,1,8,Servidor,Baixo
2026-02-26 20:22:46,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-26 20:23:11,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-26 21:06:18,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-26 21:09:38,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-26 21:33:53,Microsoft Windows Server 2016 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,8.0,Xeon Platinum,1,4,Servidor,Médio
2026-02-26 21:37:52,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
